"@timestamp","kubernetes.labels.app_kubernetes_io/instance","data.size"
"December 9th 2019, 21:17:53.426","node-45",32
"December 9th 2019, 21:17:52.676","node-26",0
"December 9th 2019, 21:17:47.581","node-71",16
"December 9th 2019, 21:17:47.114","node-72",10
"December 9th 2019, 21:17:46.960","node-52",8
"December 9th 2019, 21:17:46.759","node-51",4
"December 9th 2019, 21:17:46.238","node-5",9
"December 9th 2019, 21:17:44.648","node-25",16
"December 9th 2019, 21:17:44.584","node-8",21
"December 9th 2019, 21:17:43.573","node-28",22
"December 9th 2019, 21:17:41.735","node-30",10
"December 9th 2019, 21:17:40.742","node-27",6
"December 9th 2019, 21:17:40.364","node-9",13
"December 9th 2019, 21:17:39.461","node-74",28
"December 9th 2019, 21:17:39.042","node-12",5
"December 9th 2019, 21:17:37.723","node-29",5
"December 9th 2019, 21:17:37.667","node-32",18
"December 9th 2019, 21:17:37.642","node-76",7
"December 9th 2019, 21:17:36.896","node-81",8
"December 9th 2019, 21:17:35.598","node-83",6
"December 9th 2019, 21:17:35.592","node-84",32
"December 9th 2019, 21:17:35.456","node-54",29
"December 9th 2019, 21:17:34.994","node-53",10
"December 9th 2019, 21:17:34.901","node-75",18
"December 9th 2019, 21:17:34.658","node-1",0
"December 9th 2019, 21:17:33.967","node-56",11
"December 9th 2019, 21:17:33.637","node-34",38
"December 9th 2019, 21:17:33.156","node-36",31
"December 9th 2019, 21:17:32.500","node-78",14
"December 9th 2019, 21:17:31.331","node-77",22
"December 9th 2019, 21:17:30.900","node-33",3
"December 9th 2019, 21:17:29.925","node-58",9
"December 9th 2019, 21:17:29.738","node-35",5
"December 9th 2019, 21:17:29.732","node-60",36
"December 9th 2019, 21:17:29.416","node-59",10
"December 9th 2019, 21:17:25.863","node-13",10
"December 9th 2019, 21:17:25.278","node-93",8
"December 9th 2019, 21:17:22.789","node-86",10
"December 9th 2019, 21:17:20.773","node-88",10
"December 9th 2019, 21:17:17.372","node-37",4
"December 9th 2019, 21:17:17.181","node-97",12
"December 9th 2019, 21:17:16.401","node-39",34
"December 9th 2019, 21:17:15.953","node-99",14
"December 9th 2019, 21:17:15.518","node-61",11
"December 9th 2019, 21:17:15.507","node-16",0
"December 9th 2019, 21:17:14.310","node-62",12
"December 9th 2019, 21:17:14.048","node-100",12
"December 9th 2019, 21:17:13.572","node-63",8
"December 9th 2019, 21:17:13.459","node-42",13
"December 9th 2019, 21:17:13.102","node-41",6
"December 9th 2019, 21:17:12.952","node-44",15
"December 9th 2019, 21:17:12.154","node-18",8
"December 9th 2019, 21:17:10.899","node-3",10
"December 9th 2019, 21:17:10.572","node-19",15
"December 9th 2019, 21:17:10.245","node-89",9
"December 9th 2019, 21:17:09.632","node-91",8
"December 9th 2019, 21:17:00.952","node-22",15
"December 9th 2019, 21:17:00.032","node-23",15
"December 9th 2019, 21:16:59.712","node-67",13
"December 9th 2019, 21:16:59.111","node-24",10
"December 9th 2019, 21:16:58.451","node-21",40
"December 9th 2019, 21:16:58.420","node-65",13
"December 9th 2019, 21:16:58.049","node-66",8
"December 9th 2019, 21:16:55.073","node-48",19
"December 9th 2019, 21:16:54.582","node-94",12
"December 9th 2019, 21:16:53.426","node-45",32
"December 9th 2019, 21:16:52.676","node-26",0
"December 9th 2019, 21:16:47.580","node-71",16
"December 9th 2019, 21:16:47.110","node-72",10
"December 9th 2019, 21:16:46.960","node-52",8
"December 9th 2019, 21:16:46.758","node-51",4
"December 9th 2019, 21:16:46.235","node-5",9
"December 9th 2019, 21:16:44.647","node-25",16
"December 9th 2019, 21:16:44.583","node-8",21
"December 9th 2019, 21:16:43.574","node-28",22
"December 9th 2019, 21:16:41.733","node-30",10
"December 9th 2019, 21:16:40.742","node-27",6
"December 9th 2019, 21:16:40.368","node-9",13
"December 9th 2019, 21:16:39.469","node-74",28
"December 9th 2019, 21:16:39.042","node-12",5
"December 9th 2019, 21:16:37.722","node-29",5
"December 9th 2019, 21:16:37.667","node-32",18
"December 9th 2019, 21:16:37.641","node-76",7
"December 9th 2019, 21:16:36.896","node-81",8
"December 9th 2019, 21:16:35.595","node-83",6
"December 9th 2019, 21:16:35.592","node-84",32
"December 9th 2019, 21:16:35.463","node-54",29
"December 9th 2019, 21:16:34.993","node-53",10
"December 9th 2019, 21:16:34.900","node-75",18
"December 9th 2019, 21:16:34.658","node-1",0
"December 9th 2019, 21:16:33.968","node-56",11
"December 9th 2019, 21:16:33.640","node-34",38
"December 9th 2019, 21:16:33.156","node-36",31
"December 9th 2019, 21:16:32.501","node-78",14
"December 9th 2019, 21:16:31.331","node-77",22
"December 9th 2019, 21:16:30.900","node-33",3
"December 9th 2019, 21:16:29.924","node-58",9
"December 9th 2019, 21:16:29.731","node-35",5
"December 9th 2019, 21:16:29.725","node-60",36
"December 9th 2019, 21:16:29.415","node-59",10
"December 9th 2019, 21:16:25.862","node-13",10
"December 9th 2019, 21:16:25.277","node-93",8
"December 9th 2019, 21:16:22.789","node-86",10
"December 9th 2019, 21:16:20.774","node-88",10
"December 9th 2019, 21:16:17.372","node-37",4
"December 9th 2019, 21:16:17.180","node-97",12
"December 9th 2019, 21:16:16.402","node-39",34
"December 9th 2019, 21:16:15.952","node-99",14
"December 9th 2019, 21:16:15.518","node-61",11
"December 9th 2019, 21:16:15.507","node-16",0
"December 9th 2019, 21:16:14.308","node-62",12
"December 9th 2019, 21:16:14.047","node-100",12
"December 9th 2019, 21:16:13.572","node-63",8
"December 9th 2019, 21:16:13.458","node-42",13
"December 9th 2019, 21:16:13.106","node-41",6
"December 9th 2019, 21:16:12.955","node-44",15
"December 9th 2019, 21:16:12.198","node-18",8
"December 9th 2019, 21:16:10.903","node-3",10
"December 9th 2019, 21:16:10.575","node-19",15
"December 9th 2019, 21:16:10.233","node-89",9
"December 9th 2019, 21:16:09.634","node-91",8
"December 9th 2019, 21:16:00.951","node-22",15
"December 9th 2019, 21:16:00.031","node-23",15
"December 9th 2019, 21:15:59.710","node-67",13
"December 9th 2019, 21:15:59.112","node-24",10
"December 9th 2019, 21:15:58.450","node-21",40
"December 9th 2019, 21:15:58.420","node-65",13
"December 9th 2019, 21:15:58.048","node-66",8
"December 9th 2019, 21:15:55.075","node-48",19
"December 9th 2019, 21:15:54.581","node-94",12
"December 9th 2019, 21:15:53.422","node-45",32
"December 9th 2019, 21:15:52.676","node-26",0
"December 9th 2019, 21:15:47.577","node-71",16
"December 9th 2019, 21:15:47.111","node-72",10
"December 9th 2019, 21:15:46.959","node-52",8
"December 9th 2019, 21:15:46.754","node-51",4
"December 9th 2019, 21:15:46.232","node-5",9
"December 9th 2019, 21:15:44.647","node-25",16
"December 9th 2019, 21:15:44.582","node-8",21
"December 9th 2019, 21:15:43.571","node-28",22
"December 9th 2019, 21:15:41.732","node-30",10
"December 9th 2019, 21:15:40.742","node-27",6
"December 9th 2019, 21:15:40.369","node-9",13
"December 9th 2019, 21:15:39.453","node-74",28
"December 9th 2019, 21:15:39.041","node-12",5
"December 9th 2019, 21:15:37.723","node-29",5
"December 9th 2019, 21:15:37.666","node-32",18
"December 9th 2019, 21:15:37.640","node-76",7
"December 9th 2019, 21:15:36.895","node-81",8
"December 9th 2019, 21:15:35.594","node-83",6
"December 9th 2019, 21:15:35.592","node-84",32
"December 9th 2019, 21:15:35.459","node-54",29
"December 9th 2019, 21:15:34.992","node-53",10
"December 9th 2019, 21:15:34.898","node-75",18
"December 9th 2019, 21:15:34.658","node-1",0
"December 9th 2019, 21:15:33.966","node-56",11
"December 9th 2019, 21:15:33.641","node-34",38
"December 9th 2019, 21:15:33.156","node-36",31
"December 9th 2019, 21:15:32.500","node-78",14
"December 9th 2019, 21:15:31.331","node-77",22
"December 9th 2019, 21:15:30.901","node-33",3
"December 9th 2019, 21:15:29.925","node-58",9
"December 9th 2019, 21:15:29.737","node-35",5
"December 9th 2019, 21:15:29.724","node-60",36
"December 9th 2019, 21:15:29.417","node-59",10
"December 9th 2019, 21:15:25.863","node-13",10
"December 9th 2019, 21:15:25.278","node-93",8
"December 9th 2019, 21:15:22.789","node-86",10
"December 9th 2019, 21:15:20.773","node-88",10
"December 9th 2019, 21:15:17.371","node-37",4
"December 9th 2019, 21:15:17.181","node-97",12
"December 9th 2019, 21:15:16.403","node-39",34
"December 9th 2019, 21:15:15.952","node-99",14
"December 9th 2019, 21:15:15.516","node-61",11
"December 9th 2019, 21:15:15.506","node-16",0
"December 9th 2019, 21:15:14.309","node-62",12
"December 9th 2019, 21:15:14.047","node-100",12
"December 9th 2019, 21:15:13.571","node-63",8
"December 9th 2019, 21:15:13.458","node-42",13
"December 9th 2019, 21:15:13.102","node-41",6
"December 9th 2019, 21:15:12.952","node-44",15
"December 9th 2019, 21:15:12.149","node-18",8
"December 9th 2019, 21:15:10.898","node-3",10
"December 9th 2019, 21:15:10.580","node-19",15
"December 9th 2019, 21:15:10.235","node-89",9
"December 9th 2019, 21:15:09.632","node-91",8
"December 9th 2019, 21:15:00.951","node-22",15
"December 9th 2019, 21:15:00.029","node-23",15
"December 9th 2019, 21:14:59.711","node-67",13
"December 9th 2019, 21:14:59.112","node-24",10
"December 9th 2019, 21:14:58.450","node-21",40
"December 9th 2019, 21:14:58.419","node-65",13
"December 9th 2019, 21:14:58.048","node-66",8
"December 9th 2019, 21:14:55.070","node-48",19
"December 9th 2019, 21:14:54.581","node-94",12
"December 9th 2019, 21:14:53.428","node-45",32
"December 9th 2019, 21:14:52.676","node-26",0
"December 9th 2019, 21:14:47.577","node-71",16
"December 9th 2019, 21:14:47.110","node-72",10
"December 9th 2019, 21:14:46.960","node-52",8
"December 9th 2019, 21:14:46.753","node-51",4
"December 9th 2019, 21:14:46.238","node-5",9
"December 9th 2019, 21:14:44.647","node-25",16
"December 9th 2019, 21:14:44.583","node-8",21
"December 9th 2019, 21:14:43.572","node-28",22
"December 9th 2019, 21:14:41.732","node-30",10
"December 9th 2019, 21:14:40.741","node-27",6
"December 9th 2019, 21:14:40.369","node-9",13
"December 9th 2019, 21:14:39.485","node-74",28
"December 9th 2019, 21:14:39.041","node-12",5
"December 9th 2019, 21:14:37.723","node-29",5
"December 9th 2019, 21:14:37.668","node-32",18
"December 9th 2019, 21:14:37.641","node-76",7
"December 9th 2019, 21:14:36.899","node-81",8
"December 9th 2019, 21:14:35.594","node-83",6
"December 9th 2019, 21:14:35.590","node-84",32
"December 9th 2019, 21:14:35.456","node-54",29
"December 9th 2019, 21:14:34.994","node-53",10
"December 9th 2019, 21:14:34.902","node-75",18
"December 9th 2019, 21:14:34.658","node-1",0
"December 9th 2019, 21:14:33.966","node-56",11
"December 9th 2019, 21:14:33.636","node-34",38
"December 9th 2019, 21:14:33.155","node-36",31
"December 9th 2019, 21:14:32.500","node-78",14
"December 9th 2019, 21:14:31.332","node-77",22
"December 9th 2019, 21:14:30.900","node-33",3
"December 9th 2019, 21:14:29.925","node-58",9
"December 9th 2019, 21:14:29.730","node-35",5
"December 9th 2019, 21:14:29.724","node-60",36
"December 9th 2019, 21:14:29.416","node-59",10
"December 9th 2019, 21:14:25.862","node-13",10
"December 9th 2019, 21:14:25.278","node-93",8
"December 9th 2019, 21:14:22.789","node-86",10
"December 9th 2019, 21:14:20.774","node-88",10
"December 9th 2019, 21:14:17.371","node-37",4
"December 9th 2019, 21:14:17.180","node-97",12
"December 9th 2019, 21:14:16.402","node-39",34
"December 9th 2019, 21:14:15.952","node-99",14
"December 9th 2019, 21:14:15.516","node-61",11
"December 9th 2019, 21:14:15.506","node-16",0
"December 9th 2019, 21:14:14.308","node-62",12
"December 9th 2019, 21:14:14.044","node-100",12
"December 9th 2019, 21:14:13.571","node-63",8
"December 9th 2019, 21:14:13.457","node-42",13
"December 9th 2019, 21:14:13.104","node-41",6
"December 9th 2019, 21:14:12.953","node-44",15
"December 9th 2019, 21:14:12.149","node-18",8
"December 9th 2019, 21:14:10.899","node-3",10
"December 9th 2019, 21:14:10.585","node-19",15
"December 9th 2019, 21:14:10.265","node-89",9
"December 9th 2019, 21:14:09.630","node-91",8
"December 9th 2019, 21:14:00.952","node-22",15
"December 9th 2019, 21:14:00.028","node-23",15
"December 9th 2019, 21:13:59.710","node-67",13
"December 9th 2019, 21:13:59.110","node-24",10
"December 9th 2019, 21:13:58.450","node-21",40
"December 9th 2019, 21:13:58.419","node-65",13
"December 9th 2019, 21:13:58.050","node-66",8
"December 9th 2019, 21:13:55.093","node-48",19
"December 9th 2019, 21:13:54.581","node-94",12
"December 9th 2019, 21:13:53.419","node-45",32
"December 9th 2019, 21:13:52.676","node-26",0
"December 9th 2019, 21:13:47.577","node-71",16
"December 9th 2019, 21:13:47.111","node-72",10
"December 9th 2019, 21:13:46.957","node-52",8
"December 9th 2019, 21:13:46.751","node-51",4
"December 9th 2019, 21:13:46.246","node-5",9
"December 9th 2019, 21:13:44.645","node-25",16
"December 9th 2019, 21:13:44.584","node-8",21
"December 9th 2019, 21:13:43.573","node-28",22
"December 9th 2019, 21:13:41.730","node-30",10
"December 9th 2019, 21:13:40.741","node-27",6
"December 9th 2019, 21:13:40.362","node-9",13
"December 9th 2019, 21:13:39.450","node-74",28
"December 9th 2019, 21:13:39.040","node-12",5
"December 9th 2019, 21:13:37.722","node-29",5
"December 9th 2019, 21:13:37.666","node-32",18
"December 9th 2019, 21:13:37.639","node-76",7
"December 9th 2019, 21:13:36.895","node-81",8
"December 9th 2019, 21:13:35.594","node-83",6
"December 9th 2019, 21:13:35.589","node-84",32
"December 9th 2019, 21:13:35.456","node-54",29
"December 9th 2019, 21:13:34.992","node-53",10
"December 9th 2019, 21:13:34.897","node-75",18
"December 9th 2019, 21:13:34.657","node-1",0
"December 9th 2019, 21:13:33.967","node-56",11
"December 9th 2019, 21:13:33.636","node-34",38
"December 9th 2019, 21:13:33.160","node-36",31
"December 9th 2019, 21:13:32.501","node-78",14
"December 9th 2019, 21:13:31.331","node-77",22
"December 9th 2019, 21:13:30.899","node-33",3
"December 9th 2019, 21:13:29.924","node-58",9
"December 9th 2019, 21:13:29.732","node-35",5
"December 9th 2019, 21:13:29.722","node-60",36
"December 9th 2019, 21:13:29.415","node-59",10
"December 9th 2019, 21:13:25.860","node-13",10
"December 9th 2019, 21:13:25.279","node-93",8
"December 9th 2019, 21:13:22.790","node-86",10
"December 9th 2019, 21:13:20.773","node-88",10
"December 9th 2019, 21:13:17.371","node-37",4
"December 9th 2019, 21:13:17.180","node-97",12
"December 9th 2019, 21:13:16.401","node-39",34
"December 9th 2019, 21:13:15.952","node-99",14
"December 9th 2019, 21:13:15.514","node-61",11
"December 9th 2019, 21:13:15.506","node-16",0
"December 9th 2019, 21:13:14.309","node-62",12
"December 9th 2019, 21:13:14.042","node-100",12
"December 9th 2019, 21:13:13.570","node-63",8
"December 9th 2019, 21:13:13.458","node-42",13
"December 9th 2019, 21:13:13.094","node-41",6
"December 9th 2019, 21:13:12.951","node-44",15
"December 9th 2019, 21:13:12.149","node-18",8
"December 9th 2019, 21:13:10.898","node-3",10
"December 9th 2019, 21:13:10.571","node-19",15
"December 9th 2019, 21:13:10.246","node-89",9
"December 9th 2019, 21:13:09.630","node-91",8
"December 9th 2019, 21:13:00.950","node-22",15
"December 9th 2019, 21:13:00.029","node-23",15
"December 9th 2019, 21:12:59.709","node-67",13
"December 9th 2019, 21:12:59.111","node-24",10
"December 9th 2019, 21:12:58.449","node-21",40
"December 9th 2019, 21:12:58.421","node-65",13
"December 9th 2019, 21:12:58.048","node-66",8
"December 9th 2019, 21:12:55.070","node-48",19
"December 9th 2019, 21:12:54.582","node-94",12
"December 9th 2019, 21:12:53.419","node-45",32
"December 9th 2019, 21:12:52.675","node-26",0
"December 9th 2019, 21:12:47.577","node-71",16
"December 9th 2019, 21:12:47.111","node-72",10
"December 9th 2019, 21:12:46.957","node-52",8
"December 9th 2019, 21:12:46.750","node-51",4
"December 9th 2019, 21:12:46.233","node-5",9
"December 9th 2019, 21:12:44.646","node-25",16
"December 9th 2019, 21:12:44.581","node-8",21
"December 9th 2019, 21:12:43.572","node-28",22
"December 9th 2019, 21:12:41.731","node-30",10
"December 9th 2019, 21:12:40.741","node-27",6
"December 9th 2019, 21:12:40.367","node-9",13
"December 9th 2019, 21:12:39.449","node-74",28
"December 9th 2019, 21:12:39.041","node-12",5
"December 9th 2019, 21:12:37.721","node-29",5
"December 9th 2019, 21:12:37.666","node-32",18
"December 9th 2019, 21:12:37.640","node-76",7
"December 9th 2019, 21:12:36.894","node-81",8
"December 9th 2019, 21:12:35.594","node-83",6
"December 9th 2019, 21:12:35.589","node-84",32
"December 9th 2019, 21:12:35.455","node-54",29
"December 9th 2019, 21:12:34.991","node-53",10
"December 9th 2019, 21:12:34.897","node-75",18
"December 9th 2019, 21:12:34.657","node-1",0
"December 9th 2019, 21:12:33.968","node-56",11
"December 9th 2019, 21:12:33.639","node-34",38
"December 9th 2019, 21:12:33.153","node-36",31
"December 9th 2019, 21:12:32.499","node-78",14
"December 9th 2019, 21:12:31.333","node-77",22
"December 9th 2019, 21:12:30.900","node-33",3
"December 9th 2019, 21:12:29.924","node-58",9
"December 9th 2019, 21:12:29.730","node-35",5
"December 9th 2019, 21:12:29.726","node-60",36
"December 9th 2019, 21:12:29.415","node-59",10
"December 9th 2019, 21:12:25.861","node-13",10
"December 9th 2019, 21:12:25.278","node-93",8
"December 9th 2019, 21:12:22.788","node-86",10
"December 9th 2019, 21:12:20.772","node-88",10
"December 9th 2019, 21:12:17.370","node-37",4
"December 9th 2019, 21:12:17.180","node-97",12
"December 9th 2019, 21:12:16.402","node-39",34
"December 9th 2019, 21:12:15.952","node-99",14
"December 9th 2019, 21:12:15.513","node-61",11
"December 9th 2019, 21:12:15.507","node-16",0
"December 9th 2019, 21:12:14.307","node-62",12
"December 9th 2019, 21:12:14.047","node-100",12
"December 9th 2019, 21:12:13.571","node-63",8
"December 9th 2019, 21:12:13.458","node-42",13
"December 9th 2019, 21:12:13.094","node-41",6
"December 9th 2019, 21:12:12.951","node-44",15
"December 9th 2019, 21:12:12.149","node-18",8
"December 9th 2019, 21:12:10.896","node-3",10
"December 9th 2019, 21:12:10.571","node-19",15
"December 9th 2019, 21:12:10.225","node-89",9
"December 9th 2019, 21:12:09.631","node-91",8
"December 9th 2019, 21:12:00.952","node-22",15
"December 9th 2019, 21:12:00.032","node-23",15
"December 9th 2019, 21:11:59.708","node-67",13
"December 9th 2019, 21:11:59.110","node-24",10
"December 9th 2019, 21:11:58.450","node-21",40
"December 9th 2019, 21:11:58.418","node-65",13
"December 9th 2019, 21:11:58.049","node-66",8
"December 9th 2019, 21:11:55.078","node-48",19
"December 9th 2019, 21:11:54.581","node-94",12
"December 9th 2019, 21:11:53.419","node-45",32
"December 9th 2019, 21:11:52.675","node-26",0
"December 9th 2019, 21:11:47.576","node-71",16
"December 9th 2019, 21:11:47.110","node-72",10
"December 9th 2019, 21:11:46.957","node-52",8
"December 9th 2019, 21:11:46.749","node-51",4
"December 9th 2019, 21:11:46.230","node-5",9
"December 9th 2019, 21:11:44.645","node-25",16
"December 9th 2019, 21:11:44.584","node-8",21
"December 9th 2019, 21:11:43.570","node-28",22
"December 9th 2019, 21:11:41.732","node-30",10
"December 9th 2019, 21:11:40.742","node-27",6
"December 9th 2019, 21:11:40.368","node-9",13
"December 9th 2019, 21:11:39.445","node-74",28
"December 9th 2019, 21:11:39.043","node-12",5
"December 9th 2019, 21:11:37.721","node-29",5
"December 9th 2019, 21:11:37.664","node-32",18
"December 9th 2019, 21:11:37.639","node-76",7
"December 9th 2019, 21:11:36.895","node-81",8
"December 9th 2019, 21:11:35.593","node-83",6
"December 9th 2019, 21:11:35.588","node-84",32
"December 9th 2019, 21:11:35.461","node-54",29
"December 9th 2019, 21:11:34.991","node-53",10
"December 9th 2019, 21:11:34.898","node-75",18
"December 9th 2019, 21:11:34.657","node-1",0
"December 9th 2019, 21:11:33.966","node-56",11
"December 9th 2019, 21:11:33.634","node-34",38
"December 9th 2019, 21:11:33.153","node-36",31
"December 9th 2019, 21:11:32.500","node-78",14
"December 9th 2019, 21:11:31.337","node-77",22
"December 9th 2019, 21:11:30.899","node-33",3
"December 9th 2019, 21:11:29.924","node-58",9
"December 9th 2019, 21:11:29.737","node-35",5
"December 9th 2019, 21:11:29.723","node-60",36
"December 9th 2019, 21:11:29.415","node-59",10
"December 9th 2019, 21:11:25.860","node-13",10
"December 9th 2019, 21:11:25.279","node-93",8
"December 9th 2019, 21:11:22.808","node-86",10
"December 9th 2019, 21:11:20.772","node-88",10
"December 9th 2019, 21:11:17.370","node-37",4
"December 9th 2019, 21:11:17.180","node-97",12
"December 9th 2019, 21:11:16.400","node-39",34
"December 9th 2019, 21:11:15.953","node-99",14
"December 9th 2019, 21:11:15.513","node-61",11
"December 9th 2019, 21:11:15.506","node-16",0
"December 9th 2019, 21:11:14.306","node-62",12
"December 9th 2019, 21:11:14.041","node-100",12
"December 9th 2019, 21:11:13.570","node-63",8
"December 9th 2019, 21:11:13.457","node-42",13
"December 9th 2019, 21:11:13.095","node-41",6
"December 9th 2019, 21:11:12.952","node-44",15
"December 9th 2019, 21:11:12.148","node-18",8
"December 9th 2019, 21:11:10.899","node-3",10
"December 9th 2019, 21:11:10.576","node-19",15
"December 9th 2019, 21:11:10.224","node-89",9
"December 9th 2019, 21:11:09.634","node-91",8
"December 9th 2019, 21:11:00.951","node-22",15
"December 9th 2019, 21:11:00.027","node-23",15
"December 9th 2019, 21:10:59.711","node-67",13
"December 9th 2019, 21:10:59.121","node-24",10
"December 9th 2019, 21:10:58.448","node-21",40
"December 9th 2019, 21:10:58.419","node-65",13
"December 9th 2019, 21:10:58.049","node-66",8
"December 9th 2019, 21:10:55.071","node-48",19
"December 9th 2019, 21:10:54.579","node-94",12
"December 9th 2019, 21:10:53.420","node-45",32
"December 9th 2019, 21:10:52.675","node-26",0
"December 9th 2019, 21:10:47.576","node-71",16
"December 9th 2019, 21:10:47.112","node-72",10
"December 9th 2019, 21:10:46.957","node-52",8
"December 9th 2019, 21:10:46.750","node-51",4
"December 9th 2019, 21:10:46.231","node-5",9
"December 9th 2019, 21:10:44.647","node-25",16
"December 9th 2019, 21:10:44.584","node-8",21
"December 9th 2019, 21:10:43.571","node-28",22
"December 9th 2019, 21:10:41.735","node-30",10
"December 9th 2019, 21:10:40.741","node-27",6
"December 9th 2019, 21:10:40.358","node-9",13
"December 9th 2019, 21:10:39.465","node-74",28
"December 9th 2019, 21:10:39.047","node-12",5
"December 9th 2019, 21:10:37.720","node-29",5
"December 9th 2019, 21:10:37.665","node-32",18
"December 9th 2019, 21:10:37.640","node-76",7
"December 9th 2019, 21:10:36.896","node-81",8
"December 9th 2019, 21:10:35.592","node-83",6
"December 9th 2019, 21:10:35.588","node-84",32
"December 9th 2019, 21:10:35.455","node-54",29
"December 9th 2019, 21:10:34.992","node-53",10
"December 9th 2019, 21:10:34.897","node-75",18
"December 9th 2019, 21:10:34.657","node-1",0
"December 9th 2019, 21:10:33.967","node-56",11
"December 9th 2019, 21:10:33.636","node-34",38
"December 9th 2019, 21:10:33.153","node-36",31
"December 9th 2019, 21:10:32.498","node-78",14
"December 9th 2019, 21:10:31.330","node-77",22
"December 9th 2019, 21:10:30.899","node-33",3
"December 9th 2019, 21:10:29.923","node-58",9
"December 9th 2019, 21:10:29.729","node-35",5
"December 9th 2019, 21:10:29.723","node-60",36
"December 9th 2019, 21:10:29.415","node-59",10
"December 9th 2019, 21:10:25.859","node-13",10
"December 9th 2019, 21:10:25.278","node-93",8
"December 9th 2019, 21:10:22.786","node-86",10
"December 9th 2019, 21:10:20.771","node-88",10
"December 9th 2019, 21:10:17.373","node-37",4
"December 9th 2019, 21:10:17.181","node-97",12
"December 9th 2019, 21:10:16.400","node-39",34
"December 9th 2019, 21:10:15.952","node-99",14
"December 9th 2019, 21:10:15.518","node-61",11
"December 9th 2019, 21:10:15.507","node-16",0
"December 9th 2019, 21:10:14.305","node-62",12
"December 9th 2019, 21:10:14.041","node-100",12
"December 9th 2019, 21:10:13.571","node-63",8
"December 9th 2019, 21:10:13.458","node-42",13
"December 9th 2019, 21:10:13.094","node-41",6
"December 9th 2019, 21:10:12.951","node-44",15
"December 9th 2019, 21:10:12.148","node-18",8
"December 9th 2019, 21:10:10.897","node-3",10
"December 9th 2019, 21:10:10.571","node-19",15
"December 9th 2019, 21:10:10.224","node-89",9
"December 9th 2019, 21:10:09.630","node-91",8
"December 9th 2019, 21:10:00.949","node-22",15
"December 9th 2019, 21:10:00.026","node-23",15
"December 9th 2019, 21:09:59.709","node-67",13
"December 9th 2019, 21:09:59.109","node-24",10
"December 9th 2019, 21:09:58.449","node-21",40
"December 9th 2019, 21:09:58.418","node-65",13
"December 9th 2019, 21:09:58.050","node-66",8
"December 9th 2019, 21:09:55.070","node-48",19
"December 9th 2019, 21:09:54.580","node-94",12
"December 9th 2019, 21:09:53.418","node-45",32
"December 9th 2019, 21:09:52.674","node-26",0
"December 9th 2019, 21:09:47.575","node-71",16
"December 9th 2019, 21:09:47.113","node-72",10
"December 9th 2019, 21:09:46.957","node-52",8
"December 9th 2019, 21:09:46.749","node-51",4
"December 9th 2019, 21:09:46.230","node-5",9
"December 9th 2019, 21:09:44.644","node-25",16
"December 9th 2019, 21:09:44.583","node-8",21
"December 9th 2019, 21:09:43.615","node-28",22
"December 9th 2019, 21:09:41.731","node-30",10
"December 9th 2019, 21:09:40.741","node-27",6
"December 9th 2019, 21:09:40.357","node-9",13
"December 9th 2019, 21:09:39.444","node-74",28
"December 9th 2019, 21:09:39.042","node-12",5
"December 9th 2019, 21:09:37.720","node-29",5
"December 9th 2019, 21:09:37.665","node-32",18
"December 9th 2019, 21:09:37.641","node-76",7
"December 9th 2019, 21:09:36.894","node-81",8
"December 9th 2019, 21:09:35.593","node-83",6
"December 9th 2019, 21:09:35.589","node-84",32
"December 9th 2019, 21:09:35.456","node-54",29
"December 9th 2019, 21:09:34.990","node-53",10
"December 9th 2019, 21:09:34.898","node-75",18
"December 9th 2019, 21:09:34.656","node-1",0
"December 9th 2019, 21:09:33.966","node-56",11
"December 9th 2019, 21:09:33.635","node-34",38
"December 9th 2019, 21:09:33.153","node-36",31
"December 9th 2019, 21:09:32.500","node-78",14
"December 9th 2019, 21:09:31.331","node-77",22
"December 9th 2019, 21:09:30.899","node-33",3
"December 9th 2019, 21:09:29.924","node-58",9
"December 9th 2019, 21:09:29.729","node-35",5
"December 9th 2019, 21:09:29.721","node-60",36
"December 9th 2019, 21:09:29.415","node-59",10
"December 9th 2019, 21:09:25.860","node-13",10
"December 9th 2019, 21:09:25.277","node-93",8
"December 9th 2019, 21:09:22.782","node-86",10
"December 9th 2019, 21:09:20.771","node-88",10
"December 9th 2019, 21:09:17.369","node-37",4
"December 9th 2019, 21:09:17.178","node-97",12
"December 9th 2019, 21:09:16.400","node-39",34
"December 9th 2019, 21:09:15.953","node-99",14
"December 9th 2019, 21:09:15.517","node-61",11
"December 9th 2019, 21:09:15.507","node-16",0
"December 9th 2019, 21:09:14.306","node-62",12
"December 9th 2019, 21:09:14.040","node-100",12
"December 9th 2019, 21:09:13.570","node-63",8
"December 9th 2019, 21:09:13.458","node-42",13
"December 9th 2019, 21:09:13.096","node-41",6
"December 9th 2019, 21:09:12.953","node-44",15
"December 9th 2019, 21:09:12.148","node-18",8
"December 9th 2019, 21:09:10.897","node-3",10
"December 9th 2019, 21:09:10.571","node-19",15
"December 9th 2019, 21:09:10.223","node-89",9
"December 9th 2019, 21:09:09.630","node-91",8
"December 9th 2019, 21:09:00.948","node-22",15
"December 9th 2019, 21:09:00.028","node-23",15
"December 9th 2019, 21:08:59.708","node-67",13
"December 9th 2019, 21:08:59.108","node-24",10
"December 9th 2019, 21:08:58.446","node-21",40
